family_a	family_b	split_a	split_b	status	best_evalue
RF03348	RF04113	train	train	OK	0.0022
RF03348	RF04159	train	train	OK	0.00064
RF03348	RF04203	train	train	OK	6.2e-05
RF03348	RF04214	train	train	OK	0.0054
RF03348	RF04279	train	train	OK	0.0016
RF03349	RF03360	train	train	OK	2.6e-09
RF03349	RF03361	train	train	OK	5.7e-10
RF03349	RF03366	train	train	OK	1.3e-08
RF03349	RF03371	train	train	OK	2.8e-10
RF03349	RF03372	train	train	OK	3e-09
RF03349	RF03379	train	train	OK	8.7e-05
RF03349	RF03380	train	train	OK	0.001
RF03349	RF03397	train	train	OK	0.0099
RF03349	RF03433	train	train	OK	0.00029
RF03349	RF03447	train	train	OK	0.0044
RF03349	RF03450	train	train	OK	1.4e-05
RF03349	RF03458	train	train	OK	1.1e-08
RF03349	RF03466	train	train	OK	0.0031
RF03349	RF03486	train	train	OK	1.2e-06
RF03349	RF03488	train	train	OK	0.0017
RF03349	RF03497	train	train	OK	0.00062
RF03349	RF03499	train	train	OK	3.8e-05
RF03349	RF03505	train	train	OK	1.6e-05
RF03349	RF03506	train	train	OK	4.5e-07
RF03349	RF03507	train	train	OK	0.002
RF03349	RF03511	train	train	OK	0.0067
RF03349	RF03516	train	train	OK	0.0004
RF03349	RF03525	train	train	OK	0.0015
RF03349	RF03550	train	train	OK	8.3e-08
RF03349	RF03558	train	train	OK	1.3e-07
RF03349	RF03563	train	train	OK	0.0033
RF03349	RF03572	train	train	OK	0.00046
RF03349	RF03586	train	train	OK	7.3e-05
RF03349	RF03594	train	train	OK	8.3e-08
RF03349	RF03599	train	train	OK	1.3e-08
RF03349	RF03600	train	train	OK	5.6e-05
RF03349	RF03604	train	train	OK	0.0068
RF03349	RF03606	train	train	OK	6.3e-07
RF03349	RF03610	train	train	OK	0.0012
RF03349	RF03629	train	train	OK	7.8e-06
RF03349	RF03636	train	train	OK	3.3e-06
RF03349	RF03646	train	train	OK	4.4e-09
RF03349	RF03660	train	train	OK	6.6e-05
RF03349	RF03667	train	train	OK	0.00032
RF03349	RF03671	train	train	OK	0.0034
RF03349	RF03677	train	train	OK	1.2e-07
RF03349	RF03694	train	train	OK	2.7e-06
RF03349	RF03703	train	train	OK	6.2e-11
RF03349	RF03714	train	train	OK	1.9e-06
RF03349	RF03723	train	train	OK	5.2e-08
RF03349	RF03725	train	train	OK	0.00014
RF03349	RF03732	train	train	OK	5.7e-07
RF03349	RF03739	train	train	OK	0.00024
RF03349	RF03757	train	train	OK	5e-05
RF03349	RF03760	train	train	OK	4.6e-05
RF03349	RF03768	train	train	OK	1.7e-06
RF03349	RF03769	train	train	OK	2.3e-06
RF03349	RF03774	train	train	OK	8.9e-07
RF03349	RF03775	train	train	OK	3.1e-05
RF03349	RF03777	train	train	OK	0.00014
RF03349	RF03778	train	train	OK	0.00016
RF03349	RF03790	train	train	OK	3.5e-06
RF03349	RF03792	train	train	OK	5.2e-09
RF03349	RF03808	train	train	OK	1.6e-05
RF03349	RF03829	train	train	OK	0.008
RF03349	RF03831	train	train	OK	2.6e-10
RF03349	RF03836	train	train	OK	3.1e-07
RF03349	RF03846	train	train	OK	7.7e-05
RF03349	RF03852	train	train	OK	6.3e-06
RF03349	RF03856	train	train	OK	0.0035
RF03349	RF03857	train	train	OK	1.3e-05
RF03349	RF03859	train	train	OK	0.006
RF03349	RF03861	train	train	OK	0.0013
RF03349	RF03873	train	train	OK	1.4e-05
RF03349	RF03878	train	train	OK	0.00013
RF03349	RF03891	train	train	OK	1.9e-08
RF03349	RF03894	train	train	OK	3e-07
RF03349	RF03899	train	train	OK	2.1e-06
RF03349	RF03906	train	train	OK	1.4e-08
RF03349	RF03924	train	train	OK	0.00017
RF03349	RF03935	train	train	OK	5.6e-06
RF03349	RF03944	train	train	OK	4.6e-06
RF03349	RF03946	train	train	OK	6.7e-06
RF03349	RF03952	train	train	OK	5.3e-08
RF03349	RF03964	train	train	OK	2.6e-08
RF03349	RF03965	train	train	OK	4.6e-06
RF03349	RF03971	train	train	OK	1.7e-06
RF03349	RF03988	train	train	OK	2.6e-10
RF03349	RF03990	train	train	OK	7e-11
RF03349	RF03992	train	train	OK	6.4e-08
RF03349	RF03993	train	train	OK	2.8e-05
RF03349	RF04019	train	train	OK	5.5e-06
RF03349	RF04029	train	train	OK	0.00021
RF03349	RF04036	train	train	OK	8.4e-06
RF03349	RF04049	train	train	OK	9.3e-08
RF03349	RF04055	train	train	OK	2.6e-05
RF03349	RF04059	train	train	OK	1.5e-08
RF03349	RF04061	train	train	OK	4.9e-07
RF03349	RF04083	train	train	OK	3.4e-06
RF03349	RF04087	train	train	OK	3.6e-06
RF03349	RF04105	train	train	OK	0.0046
RF03349	RF04110	train	train	OK	0.00054
RF03349	RF04113	train	train	OK	7.8e-05
RF03349	RF04119	train	train	OK	9.7e-10
RF03349	RF04141	train	train	OK	8.5e-08
RF03349	RF04145	train	train	OK	1.4e-08
RF03349	RF04148	train	train	OK	8.3e-06
RF03349	RF04159	train	train	OK	7.2e-09
RF03349	RF04162	train	train	OK	0.00011
RF03349	RF04164	train	train	OK	1e-08
RF03349	RF04166	train	train	OK	0.00022
RF03349	RF04168	train	train	OK	4.6e-05
RF03349	RF04173	train	train	OK	2.2e-05
RF03349	RF04185	train	train	OK	6.3e-07
RF03349	RF04198	train	train	OK	3.4e-12
RF03349	RF04202	train	train	OK	0.00041
RF03349	RF04203	train	train	OK	3.8e-07
RF03349	RF04210	train	train	OK	9e-10
RF03349	RF04214	train	train	OK	7.5e-07
RF03349	RF04226	train	train	OK	2.3e-08
RF03349	RF04234	train	train	OK	1.5e-07
RF03349	RF04255	train	train	OK	2.4e-05
RF03349	RF04268	train	train	OK	5.4e-07
RF03349	RF04274	train	train	OK	0.0071
RF03349	RF04279	train	train	OK	7.9e-09
RF03349	RF04288	train	train	OK	3e-06
RF03349	RF04289	train	train	OK	1.8e-05
RF03349	RF04296	train	train	OK	1.2e-07
RF03350	RF03741	train	train	OK	0.00097
RF03350	RF03769	train	train	OK	5.1e-06
RF03350	RF03777	train	train	OK	4.5e-05
RF03350	RF03783	train	train	OK	4.3e-05
RF03350	RF03822	train	train	OK	0.00016
RF03350	RF03857	train	train	OK	0.0011
RF03350	RF03921	train	train	OK	0.00079
RF03350	RF04036	train	train	OK	0.00038
RF03350	RF04069	train	train	OK	3.8e-06
RF03350	RF04087	train	train	OK	0.0036
RF03350	RF04120	train	train	OK	0.0011
RF03350	RF04121	train	train	OK	0.0018
RF03350	RF04145	train	train	OK	3.8e-06
RF03350	RF04165	train	train	OK	0.0009
RF03350	RF04242	train	train	OK	0.0017
RF03350	RF04262	train	train	OK	0.0057
RF03351	RF03406	train	train	OK	3.2e-07
RF03351	RF03452	train	train	OK	3.9e-10
RF03351	RF03489	train	train	OK	3.3e-05
RF03351	RF03557	train	train	OK	9.1e-05
RF03351	RF03588	train	train	OK	0.0031
RF03351	RF03589	train	train	OK	0.00094
RF03351	RF03590	train	train	OK	0.00033
RF03351	RF03598	train	train	OK	0.0093
RF03351	RF03641	train	train	OK	0.00028
RF03351	RF03664	train	train	OK	0.0017
RF03351	RF03667	train	train	OK	1.4e-05
RF03351	RF03693	train	train	OK	5.4e-05
RF03351	RF03705	train	train	OK	5e-06
RF03351	RF03707	train	train	OK	7.7e-06
RF03351	RF03719	train	train	OK	3.2e-10
RF03351	RF03727	train	train	OK	6.2e-06
RF03351	RF03734	train	train	OK	1.1e-09
RF03351	RF03743	train	train	OK	0.0097
RF03351	RF03747	train	train	OK	4.8e-06
RF03351	RF03760	train	train	OK	2.4e-12
RF03351	RF03776	train	train	OK	5.9e-07
RF03351	RF03788	train	train	OK	1.8e-11
RF03351	RF03834	train	train	OK	7.3e-08
RF03351	RF03849	train	train	OK	1.4e-08
RF03351	RF03861	train	train	OK	4.7e-07
RF03351	RF03871	train	train	OK	9.1e-06
RF03351	RF03872	train	train	OK	1.6e-10
RF03351	RF03880	train	train	OK	3.6e-11
RF03351	RF03911	train	train	OK	0.00039
RF03351	RF03916	train	train	OK	0.0005
RF03351	RF03927	train	train	OK	1.1e-05
RF03351	RF03933	train	train	OK	5.1e-07
RF03351	RF03951	train	train	OK	0.00011
RF03351	RF03983	train	train	OK	7.2e-10
RF03351	RF03996	train	train	OK	0.0008
RF03351	RF04003	train	train	OK	8.6e-09
RF03351	RF04006	train	train	OK	0.0016
RF03351	RF04019	train	train	OK	2.5e-11
RF03351	RF04023	train	train	OK	3.9e-10
RF03351	RF04039	train	train	OK	0.00041
RF03351	RF04049	train	train	OK	0.0012
RF03351	RF04067	train	train	OK	9.6e-07
RF03351	RF04068	train	train	OK	0.00032
RF03351	RF04069	train	train	OK	0.00014
RF03351	RF04081	train	train	OK	1.3e-05
RF03351	RF04092	train	train	OK	0.0025
RF03351	RF04099	train	train	OK	7.6e-13
RF03351	RF04115	train	train	OK	0.0011
RF03351	RF04134	train	train	OK	0.00023
RF03351	RF04156	train	train	OK	9.8e-08
RF03351	RF04197	train	train	OK	0.00023
RF03351	RF04202	train	train	OK	5.8e-13
RF03351	RF04210	train	train	OK	0.00018
RF03351	RF04240	train	train	OK	1e-13
RF03351	RF04242	train	train	OK	4.2e-10
RF03351	RF04265	train	train	OK	9.2e-13
RF03352	RF03355	train	train	OK	0.00075
RF03352	RF03424	train	train	OK	0.00081
RF03352	RF03489	train	train	OK	0.0014
RF03352	RF03572	train	train	OK	0.0044
RF03352	RF03590	train	train	OK	2.4e-06
RF03352	RF03634	train	train	OK	2.3e-06
RF03352	RF03658	train	train	OK	0.0083
RF03352	RF03675	train	train	OK	4.1e-08
RF03352	RF03687	train	train	OK	1.3e-05
RF03352	RF03693	train	train	OK	0.0021
RF03352	RF03702	train	train	OK	0.00022
RF03352	RF03719	train	train	OK	2.9e-05
RF03352	RF03734	train	train	OK	0.0093
RF03352	RF03834	train	train	OK	8.6e-05
RF03352	RF03872	train	train	OK	0.00025
RF03352	RF03951	train	train	OK	0.005
RF03352	RF03986	train	train	OK	0.00039
RF03352	RF04007	train	train	OK	3.7e-06
RF03352	RF04138	train	train	OK	7.2e-06
RF03352	RF04239	train	train	OK	0.002
RF03352	RF04240	train	train	OK	0.002
RF03353	RF03476	train	train	OK	0.0069
RF03353	RF03795	train	train	OK	0.0014
RF03353	RF03798	train	train	OK	0.0021
RF03353	RF03896	train	train	OK	0.0014
RF03353	RF03916	train	train	OK	0.0025
RF03353	RF03921	train	train	OK	0.0068
RF03354	RF03573	train	train	OK	0.00074
RF03354	RF03717	train	train	OK	0.0011
RF03354	RF03734	train	train	OK	0.00068
RF03354	RF03814	train	train	OK	0.009
RF03354	RF03862	train	train	OK	0.00015
RF03354	RF03877	train	train	OK	4.4e-06
RF03354	RF04239	train	train	OK	2e-05
RF03355	RF03374	train	train	OK	2.6e-05
RF03355	RF03403	train	train	OK	2.6e-07
RF03355	RF03464	train	train	OK	1e-05
RF03355	RF03474	train	train	OK	0.00043
RF03355	RF03509	train	train	OK	0.004
RF03355	RF03511	train	train	OK	8.8e-08
RF03355	RF03519	train	train	OK	4.5e-05
RF03355	RF03550	train	train	OK	4.2e-08
RF03355	RF03573	train	train	OK	0.00077
RF03355	RF03574	train	train	OK	0.0043
RF03355	RF03590	train	train	OK	1.6e-05
RF03355	RF03599	train	train	OK	5.5e-05
RF03355	RF03646	train	train	OK	1.6e-05
RF03355	RF03647	train	train	OK	0.0026
RF03355	RF03683	train	train	OK	0.007
RF03355	RF03687	train	train	OK	3.1e-06
RF03355	RF03701	train	train	OK	8.8e-06
RF03355	RF03711	train	train	OK	0.0038
RF03355	RF03717	train	train	OK	5.8e-08
RF03355	RF03723	train	train	OK	3.9e-06
RF03355	RF03743	train	train	OK	3.5e-05
RF03355	RF03762	train	train	OK	1.5e-06
RF03355	RF03781	train	train	OK	8.7e-10
RF03355	RF03800	train	train	OK	8.1e-08
RF03355	RF03806	train	train	OK	2.4e-05
RF03355	RF03817	train	train	OK	1.8e-05
RF03355	RF03818	train	train	OK	4.5e-10
RF03355	RF03831	train	train	OK	3.9e-06
RF03355	RF03845	train	train	OK	0.00016
RF03355	RF03850	train	train	OK	0.0099
RF03355	RF03862	train	train	OK	0.0013
RF03355	RF03909	train	train	OK	0.0011
RF03355	RF03949	train	train	OK	0.006
RF03355	RF03950	train	train	OK	0.00055
RF03355	RF03975	train	train	OK	2.6e-10
RF03355	RF03992	train	train	OK	4.8e-06
RF03355	RF04008	train	train	OK	0.0007
RF03355	RF04063	train	train	OK	0.0086
RF03355	RF04082	train	train	OK	0.006
RF03355	RF04091	train	train	OK	0.0033
RF03355	RF04096	train	train	OK	2.2e-06
RF03355	RF04105	train	train	OK	2.4e-05
RF03355	RF04106	train	train	OK	9e-06
RF03355	RF04134	train	train	OK	0.00039
RF03355	RF04139	train	train	OK	4e-05
RF03355	RF04144	train	train	OK	1.6e-05
RF03355	RF04167	train	train	OK	1.4e-07
RF03355	RF04175	train	train	OK	6.8e-08
RF03355	RF04186	train	train	OK	1.3e-07
RF03355	RF04220	train	train	OK	7.1e-05
RF03355	RF04242	train	train	OK	1.4e-06
RF03355	RF04243	train	train	OK	4.4e-06
RF03355	RF04245	train	train	OK	0.0013
RF03355	RF04252	train	train	OK	2.6e-09
RF03355	RF04262	train	train	OK	2.9e-08
RF03355	RF04263	train	train	OK	2.6e-11
RF03356	RF03371	train	train	OK	3.1e-07
RF03356	RF03372	train	train	OK	8e-06
RF03356	RF03374	train	train	OK	5.7e-10
RF03356	RF03375	train	train	OK	0.00098
RF03356	RF03379	train	train	OK	0.0003
RF03356	RF03382	train	train	OK	0.0005
RF03356	RF03391	train	train	OK	0.0045
RF03356	RF03432	train	train	OK	0.0012
RF03356	RF03454	train	train	OK	1.5e-06
RF03356	RF03457	train	train	OK	2.4e-11
RF03356	RF03460	train	train	OK	4.9e-09
RF03356	RF03523	train	train	OK	5.8e-05
RF03356	RF03526	train	train	OK	0.00023
RF03356	RF03540	train	train	OK	3.9e-09
RF03356	RF03550	train	train	OK	0.0014
RF03356	RF03556	train	train	OK	1.1e-10
RF03356	RF03560	train	train	OK	2.8e-11
RF03356	RF03573	train	train	OK	7.1e-06
RF03356	RF03588	train	train	OK	2.9e-09
RF03356	RF03589	train	train	OK	5.5e-06
RF03356	RF03618	train	train	OK	1.2e-06
RF03356	RF03623	train	train	OK	3.9e-07
RF03356	RF03629	train	train	OK	1.4e-06
RF03356	RF03636	train	train	OK	1.6e-05
RF03356	RF03637	train	train	OK	8.7e-07
RF03356	RF03652	train	train	OK	3.8e-06
RF03356	RF03659	train	train	OK	1.3e-05
RF03356	RF03663	train	train	OK	0.0064
RF03356	RF03672	train	train	OK	0.00012
RF03356	RF03704	train	train	OK	7e-10
RF03356	RF03709	train	train	OK	5e-08
RF03356	RF03711	train	train	OK	1.8e-09
RF03356	RF03717	train	train	OK	1.6e-05
RF03356	RF03718	train	train	OK	2.8e-06
RF03356	RF03729	train	train	OK	3.4e-08
RF03356	RF03739	train	train	OK	1e-08
RF03356	RF03751	train	train	OK	2.7e-05
RF03356	RF03756	train	train	OK	0.00094
RF03356	RF03761	train	train	OK	0.00013
RF03356	RF03762	train	train	OK	2.3e-07
RF03356	RF03792	train	train	OK	5.9e-07
RF03356	RF03799	train	train	OK	9e-09
RF03356	RF03802	train	train	OK	2.3e-10
RF03356	RF03818	train	train	OK	1e-10
RF03356	RF03828	train	train	OK	6.5e-05
RF03356	RF03833	train	train	OK	6e-05
RF03356	RF03845	train	train	OK	1.3e-07
RF03356	RF03846	train	train	OK	3.1e-06
RF03356	RF03873	train	train	OK	0.00094
RF03356	RF03905	train	train	OK	0.0041
RF03356	RF03912	train	train	OK	2.9e-05
RF03356	RF03914	train	train	OK	2.6e-08
RF03356	RF03935	train	train	OK	5e-06
RF03356	RF03941	train	train	OK	3.1e-06
RF03356	RF03946	train	train	OK	0.0009
RF03356	RF03953	train	train	OK	3.5e-07
RF03356	RF03954	train	train	OK	0.0026
RF03356	RF03967	train	train	OK	0.001
RF03356	RF03974	train	train	OK	6.1e-09
RF03356	RF03975	train	train	OK	1.6e-08
RF03356	RF03979	train	train	OK	1.5e-06
RF03356	RF03980	train	train	OK	2.2e-06
RF03356	RF03993	train	train	OK	4.2e-06
RF03356	RF04023	train	train	OK	3.4e-09
RF03356	RF04056	train	train	OK	4.6e-07
RF03356	RF04069	train	train	OK	9.9e-08
RF03356	RF04083	train	train	OK	0.0018
RF03356	RF04085	train	train	OK	0.0012
RF03356	RF04090	train	train	OK	0.0023
RF03356	RF04105	train	train	OK	3.4e-05
RF03356	RF04108	train	train	OK	2.9e-07
RF03356	RF04111	train	train	OK	6.8e-11
RF03356	RF04112	train	train	OK	1.3e-09
RF03356	RF04125	train	train	OK	0.00062
RF03356	RF04139	train	train	OK	1.6e-06
RF03356	RF04148	train	train	OK	1.1e-10
RF03356	RF04160	train	train	OK	4.2e-10
RF03356	RF04164	train	train	OK	0.0007
RF03356	RF04168	train	train	OK	5.1e-05
RF03356	RF04171	train	train	OK	9e-12
RF03356	RF04176	train	train	OK	2.9e-08
RF03356	RF04187	train	train	OK	5.7e-13
RF03356	RF04197	train	train	OK	3.8e-07
RF03356	RF04199	train	train	OK	0.00024
RF03356	RF04206	train	train	OK	0.00027
RF03356	RF04246	train	train	OK	0.005
RF03356	RF04251	train	train	OK	1.3e-07
RF03356	RF04254	train	train	OK	0.0023
RF03356	RF04255	train	train	OK	1.2e-05
RF03356	RF04299	train	train	OK	3.3e-07
RF03357	RF03883	train	train	OK	0.00068
RF03357	RF03900	train	train	OK	0.0011
RF03358	RF03406	train	train	OK	0.00025
RF03358	RF03413	train	train	OK	0.0041
RF03358	RF03458	train	train	OK	0.00033
RF03358	RF03488	train	train	OK	0.0021
RF03358	RF03563	train	train	OK	3.7e-06
RF03358	RF03594	train	train	OK	3.8e-05
RF03358	RF03729	train	train	OK	0.0016
RF03358	RF03859	train	train	OK	1e-05
RF03358	RF03888	train	train	OK	0.00083
RF03358	RF03894	train	train	OK	0.0015
RF03358	RF03993	train	train	OK	1.2e-06
RF03358	RF04198	train	train	OK	0.00074
RF03359	RF03406	train	train	OK	0.00017
RF03359	RF03511	train	train	OK	7.4e-05
RF03359	RF03652	train	train	OK	2.4e-05
RF03359	RF03658	train	train	OK	0.00011
RF03359	RF03729	train	train	OK	2.1e-06
RF03359	RF03730	train	train	OK	4.8e-05
RF03359	RF03771	train	train	OK	0.0026
RF03359	RF03788	train	train	OK	0.0012
RF03359	RF03933	train	train	OK	7.8e-08
RF03359	RF03937	train	train	OK	0.0013
RF03359	RF04011	train	train	OK	3.2e-07
RF03359	RF04014	train	train	OK	4.9e-05
RF03359	RF04092	train	train	OK	9.5e-06
RF03359	RF04154	train	train	OK	0.00011
RF03359	RF04240	train	train	OK	9.8e-08
RF03359	RF04296	train	train	OK	0.0043
RF03360	RF03369	train	train	OK	0.0058
RF03360	RF03371	train	train	OK	2.1e-07
RF03360	RF03379	train	train	OK	0.0013
RF03360	RF03383	train	train	OK	2.3e-05
RF03360	RF03391	train	train	OK	0.0072
RF03360	RF03397	train	train	OK	0.0095
RF03360	RF03405	train	train	OK	0.0034
RF03360	RF03413	train	train	OK	3.8e-07
RF03360	RF03417	train	train	OK	0.00083
RF03360	RF03423	train	train	OK	9.1e-07
RF03360	RF03426	train	train	OK	1.9e-05
RF03360	RF03449	train	train	OK	0.0014
RF03360	RF03457	train	train	OK	1.9e-07
RF03360	RF03458	train	train	OK	9e-07
RF03360	RF03468	train	train	OK	7.4e-07
RF03360	RF03486	train	train	OK	4.5e-05
RF03360	RF03488	train	train	OK	1.5e-05
RF03360	RF03493	train	train	OK	0.0058
RF03360	RF03499	train	train	OK	0.00098
RF03360	RF03512	train	train	OK	9.2e-05
RF03360	RF03516	train	train	OK	1.8e-07
RF03360	RF03525	train	train	OK	0.0067
RF03360	RF03527	train	train	OK	0.00083
RF03360	RF03540	train	train	OK	2.5e-07
RF03360	RF03558	train	train	OK	2.1e-07
RF03360	RF03560	train	train	OK	2.9e-05
RF03360	RF03563	train	train	OK	6.2e-10
RF03360	RF03573	train	train	OK	0.0024
RF03360	RF03586	train	train	OK	2.9e-05
RF03360	RF03588	train	train	OK	0.0035
RF03360	RF03594	train	train	OK	5.1e-06
RF03360	RF03598	train	train	OK	0.00036
RF03360	RF03599	train	train	OK	0.00019
RF03360	RF03600	train	train	OK	1.4e-07
RF03360	RF03610	train	train	OK	0.0056
RF03360	RF03623	train	train	OK	0.0024
RF03360	RF03629	train	train	OK	8.2e-09
RF03360	RF03666	train	train	OK	0.002
RF03360	RF03671	train	train	OK	0.0011
RF03360	RF03694	train	train	OK	3.1e-10
RF03360	RF03703	train	train	OK	8.2e-08
RF03360	RF03739	train	train	OK	5.9e-07
RF03360	RF03753	train	train	OK	0.0027
RF03360	RF03769	train	train	OK	6.7e-08
RF03360	RF03771	train	train	OK	2.6e-06
RF03360	RF03774	train	train	OK	0.00024
RF03360	RF03777	train	train	OK	1.6e-07
RF03360	RF03778	train	train	OK	3.9e-06
RF03360	RF03781	train	train	OK	0.0064
RF03360	RF03790	train	train	OK	3.5e-07
RF03360	RF03792	train	train	OK	1e-07
RF03360	RF03796	train	train	OK	4.3e-06
RF03360	RF03799	train	train	OK	6.2e-10
RF03360	RF03816	train	train	OK	2.2e-05
RF03360	RF03830	train	train	OK	0.0024
RF03360	RF03831	train	train	OK	5.7e-06
RF03360	RF03832	train	train	OK	0.00081
RF03360	RF03835	train	train	OK	0.0001
RF03360	RF03836	train	train	OK	4.7e-05
RF03360	RF03871	train	train	OK	0.00038
RF03360	RF03873	train	train	OK	2.4e-07
RF03360	RF03878	train	train	OK	0.00028
RF03360	RF03880	train	train	OK	2.5e-05
RF03360	RF03889	train	train	OK	1.3e-05
RF03360	RF03894	train	train	OK	2.9e-05
RF03360	RF03906	train	train	OK	4.7e-06
RF03360	RF03924	train	train	OK	0.0031
RF03360	RF03941	train	train	OK	9.2e-09
RF03360	RF03944	train	train	OK	0.001
RF03360	RF03946	train	train	OK	1.2e-05
RF03360	RF03952	train	train	OK	7.2e-05
RF03360	RF03964	train	train	OK	8.2e-07
RF03360	RF03965	train	train	OK	4e-06
RF03360	RF03967	train	train	OK	4.6e-05
RF03360	RF03968	train	train	OK	0.0016
RF03360	RF03972	train	train	OK	6.9e-09
RF03360	RF03973	train	train	OK	3.9e-10
RF03360	RF03974	train	train	OK	0.0001
RF03360	RF03976	train	train	OK	5.5e-05
RF03360	RF03988	train	train	OK	1.4e-07
RF03360	RF03990	train	train	OK	0.0021
RF03360	RF03992	train	train	OK	8.8e-06
RF03360	RF03994	train	train	OK	0.00015
RF03360	RF04003	train	train	OK	9.9e-07
RF03360	RF04007	train	train	OK	0.00011
RF03360	RF04029	train	train	OK	2.1e-06
RF03360	RF04038	train	train	OK	6.3e-08
RF03360	RF04054	train	train	OK	1.2e-07
RF03360	RF04059	train	train	OK	0.00048
RF03360	RF04061	train	train	OK	8e-10
RF03360	RF04083	train	train	OK	1.1e-06
RF03360	RF04089	train	train	OK	3.1e-08
RF03360	RF04102	train	train	OK	0.0032
RF03360	RF04113	train	train	OK	3.6e-06
RF03360	RF04119	train	train	OK	4.1e-06
RF03360	RF04156	train	train	OK	0.0028
RF03360	RF04159	train	train	OK	9.1e-06
RF03360	RF04164	train	train	OK	2.3e-10
RF03360	RF04168	train	train	OK	3.8e-05
RF03360	RF04185	train	train	OK	7.6e-07
RF03360	RF04198	train	train	OK	0.0019
RF03360	RF04201	train	train	OK	7.7e-09
RF03360	RF04203	train	train	OK	0.002
RF03360	RF04210	train	train	OK	0.00015
RF03360	RF04226	train	train	OK	7.6e-07
RF03360	RF04269	train	train	OK	0.00042
RF03360	RF04279	train	train	OK	6.1e-07
RF03360	RF04288	train	train	OK	3.3e-07
RF03360	RF04296	train	train	OK	5.9e-07
RF03361	RF03374	train	train	OK	1.4e-07
RF03361	RF03399	train	train	OK	8e-06
RF03361	RF03475	train	train	OK	0.00037
RF03361	RF03512	train	train	OK	1.9e-07
RF03361	RF03516	train	train	OK	1.4e-05
RF03361	RF03563	train	train	OK	1e-09
RF03361	RF03566	train	train	OK	0.00065
RF03361	RF03583	train	train	OK	1.7e-06
RF03361	RF03607	train	train	OK	0.00011
RF03361	RF03637	train	train	OK	0.0049
RF03361	RF03679	train	train	OK	6.1e-07
RF03361	RF03729	train	train	OK	1.1e-07
RF03361	RF03757	train	train	OK	4.2e-11
RF03361	RF03758	train	train	OK	0.0024
RF03361	RF03766	train	train	OK	2.7e-06
RF03361	RF03771	train	train	OK	2.2e-05
RF03361	RF03775	train	train	OK	0.0012
RF03361	RF03778	train	train	OK	0.00021
RF03361	RF03814	train	train	OK	3.3e-05
RF03361	RF03817	train	train	OK	0.0081
RF03361	RF03833	train	train	OK	0.0037
RF03361	RF03852	train	train	OK	4.1e-06
RF03361	RF03866	train	train	OK	0.0035
RF03361	RF03883	train	train	OK	1.3e-06
RF03361	RF03894	train	train	OK	2.4e-09
RF03361	RF03896	train	train	OK	0.00091
RF03361	RF03939	train	train	OK	3.4e-06
RF03361	RF03952	train	train	OK	1.1e-08
RF03361	RF03975	train	train	OK	0.0026
RF03361	RF03993	train	train	OK	1.7e-10
RF03361	RF04023	train	train	OK	0.005
RF03361	RF04057	train	train	OK	0.0021
RF03361	RF04107	train	train	OK	0.0035
RF03361	RF04136	train	train	OK	1e-10
RF03361	RF04187	train	train	OK	4.2e-07
RF03361	RF04197	train	train	OK	0.00088
RF03361	RF04208	train	train	OK	8.6e-07
RF03361	RF04210	train	train	OK	4.5e-10
RF03361	RF04228	train	train	OK	5.9e-07
RF03361	RF04234	train	train	OK	0.00026
RF03361	RF04268	train	train	OK	3.6e-08
RF03361	RF04269	train	train	OK	3.3e-05
RF03362	RF03450	train	train	OK	7e-08
RF03362	RF03489	train	train	OK	5.1e-06
RF03362	RF03498	train	train	OK	0.0023
RF03362	RF03503	train	train	OK	0.0001
RF03362	RF03545	train	train	OK	0.00018
RF03362	RF03564	train	train	OK	3.1e-06
RF03362	RF03681	train	train	OK	0.00052
RF03362	RF03736	train	train	OK	1.6e-05
RF03362	RF03788	train	train	OK	1.2e-05
RF03362	RF03796	train	train	OK	0.00033
RF03362	RF03812	train	train	OK	5.7e-06
RF03362	RF03912	train	train	OK	0.0013
RF03362	RF03916	train	train	OK	6.3e-05
RF03362	RF03980	train	train	OK	5.9e-05
RF03362	RF04014	train	train	OK	7.9e-07
RF03362	RF04024	train	train	OK	0.00095
RF03362	RF04112	train	train	OK	0.0018
RF03362	RF04154	train	train	OK	1.5e-05
RF03362	RF04205	train	train	OK	0.00055
RF03362	RF04251	train	train	OK	0.00059
RF03362	RF04255	train	train	OK	2.8e-07
RF03363	RF03477	train	train	OK	0.0019
RF03363	RF03488	train	train	OK	0.00082
RF03363	RF03743	train	train	OK	5.7e-06
RF03363	RF03861	train	train	OK	3.5e-06
RF03363	RF03894	train	train	OK	0.001
RF03363	RF04118	train	train	OK	0.00093
RF03363	RF04171	train	train	OK	0.0013
RF03363	RF04202	train	train	OK	0.0012
RF03363	RF04230	train	train	OK	0.00017
RF03363	RF04262	train	train	OK	0.0054
RF03364	RF03371	train	train	OK	0.0048
RF03364	RF03504	train	train	OK	0.00014
RF03364	RF03560	train	train	OK	0.00037
RF03364	RF03598	train	train	OK	0.0059
RF03364	RF03629	train	train	OK	0.0018
RF03364	RF03722	train	train	OK	0.00016
RF03364	RF03765	train	train	OK	0.0014
RF03364	RF03781	train	train	OK	0.0068
RF03364	RF03826	train	train	OK	0.0057
RF03364	RF04010	train	train	OK	0.00073
RF03364	RF04024	train	train	OK	6e-05
RF03364	RF04061	train	train	OK	0.0019
RF03364	RF04096	train	train	OK	0.00044
RF03364	RF04197	train	train	OK	7.5e-05
